Arctos_guid,Sp,Fam,ID,Field_Number,Sex,Age,Year,Month,State,County,Locality,Latitude,Longitude,BIO1_Annual_Mean_Temperature_30s,BIO2_Mean_Diurnal_Range_30s,BIO3_Isothermality_30s,BIO4_Temperature_Seasonality_30s,BIO5_Max_Temperature_of_Warmest_Month_30s,BIO6_Min_Temperature_of_Coldest_Month_30s,BIO7_Temperature_Annual_Range_30s,BIO8_Mean_Temperature_of_Wettest_Quarter_30s,BIO9_Mean_Temperature_of_Driest_Quarter_30s,BIO10_Mean_Temperature_of_Warmest_Quarter_30s,BIO11_Mean_Temperature_of_Coldest_Quarter_30s,BIO12_Annual_Precipitation_30s,BIO13_Precipitation_of_Wettest_Month_30s,BIO14_Precipitation_of_Driest_Month_30s,BIO15_Precipitation_Seasonality_coefficient.of.variation_30s,BIO16_Precipitation_of_Wettest_Quarter_30s,BIO17_Precipitation_of_Driest_Quarter_30s,BIO18_Precipitation_of_Warmest_Quarter_30s,BIO19_Precipitation_of_Coldest_Quarter_30s,Elevation_30s,TPC1,TPC2,PPC1,PPC2,elev.z.1,TPC1.z.1,TPC2.z.1,PPC1.z.1,PPC2.z.1,lat.z.1,Tissue_Type_Tested_Bd,Tissue_Type_Tested_Pr,Tissue_Type_Tested_Rv,Status_Bd,Status_Pr,Status_Rv,Pathogens_Tested_For,Overall_Infection_Status,Confirmed_Average_Bd_SQ,Confirmed_Average_Pr_SQ,Confirmed_Average_Rv_SQ,Overall_Average_SQ,Confirmed_Log10_Average_Bd_SQ,Confirmed_Log10_Average_Pr_SQ,Confirmed_Log10_Average_Rv_SQ
https://arctos.database.museum/guid/MSB:Herp:105994,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105994,DLFW 78,female,adult,2022,5,VA,Pulaski ,On road off the intersection 690 (Shelburne Rd) and 605 (Little River Dam Rd),37.050297,-80.59012,11.6875,13.075,38.68343,796.67242,28.8,-5,33.8,19.4,1.63333,21.31667,1.63333,996,101,65,13.74331,288,205,274,205,624,-1.284501575,0.229646147,-1.548244377,1.508343292,2.539140936,-0.447595351,0.186433253,-0.65743278,1.035907217,0.252241976,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105995,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105995,DLFW 79,male,adult,2022,5,VA,Pulaski ,At intersection in ditch puddle of 663 (Owens Rd) and 605 (Little River Dam Rd),37.0337,-80.608008,11.58333,13.03333,38.56016,796.27069,28.7,-5.1,33.8,19.28333,1.51667,21.2,1.51667,996,101,65,13.74331,288,205,274,205,638,-1.335996092,0.190581032,-1.548244377,1.508343292,2.615621564,-0.465539048,0.154719086,-0.65743278,1.035907217,0.249262347,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105996,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105996,DLFW 80,male,adult,2022,5,VA,Pulaski ,At intersection in ditch puddle of 663 (Owens Rd) and 605 (Little River Dam Rd),37.033684,-80.608017,11.58333,13.03333,38.56016,796.27069,28.7,-5.1,33.8,19.28333,1.51667,21.2,1.51667,996,101,65,13.74331,288,205,274,205,638,-1.335996092,0.190581032,-1.548244377,1.508343292,2.615621564,-0.465539048,0.154719086,-0.65743278,1.035907217,0.249259475,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105997,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105997,DLFW 81,female,adult,2022,5,VA,Franklin ,On road 788 (Dry Hill Rd),36.909078,-80.101858,12.83333,12.73333,38.23824,782.27332,29.7,-3.6,33.3,20.45,3,22.36667,3,1173,117,81,11.74719,325,247,316,247,426,-0.764713591,0.078771112,-0.20234101,1.656186048,1.457486348,-0.266470867,0.063948623,-0.085920295,1.137443372,0.226889186,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105998,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105998,DLFW 82,female,adult,2022,5,VA,Franklin,On road 788 (Dry Hill Rd),36.910666,-80.111361,12.98333,12.8,38.32335,785.15875,29.9,-3.5,33.4,20.61667,3.1,22.55,3.1,1168,117,81,11.71867,325,247,316,247,385,-0.704038229,0.149387625,-0.209572125,1.657456566,1.233507368,-0.245328028,0.121277109,-0.088990851,1.138315944,0.227174276,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:105999,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:105999,DLFW 83,female,adult,2022,5,VA,Franklin ,On road 40 (Franklin St),36.893618,-80.123253,13.075,12.88333,38.45771,786.46936,30.1,-3.4,33.5,20.73333,3.18333,22.68333,3.18333,1171,117,81,11.67394,325,248,316,248,362,-0.650193425,0.231375655,-0.195355114,1.665289158,1.107860622,-0.226565354,0.187837318,-0.082953866,1.143695249,0.22411368,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106000,Anaxyrus americanus,Bufonidae,MSB:Herp:106000,DLFW 84,unknown,adult,2022,5,VA,Franklin ,On road 40 (Franklin St),36.895852,-80.117783,13.075,12.88333,38.45771,786.46936,30.1,-3.4,33.5,20.73333,3.18333,22.68333,3.18333,1171,117,81,11.67394,325,248,316,248,362,-0.650193425,0.231375655,-0.195355114,1.665289158,1.107860622,-0.226565354,0.187837318,-0.082953866,1.143695249,0.224514746,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106001,Anaxyrus americanus,Bufonidae,MSB:Herp:106001,DLFW 85,unknown,juvenile,2022,5,VA,Franklin ,On road 762 (Providence Church Rd),36.898298,-79.927631,12.825,12.33333,37.26083,784.74805,29.5,-3.6,33.1,20.43333,2.91667,22.36667,2.91667,1184,119,83,11.0437,328,255,319,255,447,-0.828661074,-0.219650974,-0.032978086,1.72424348,1.572207289,-0.288753904,-0.178318888,-0.014003522,1.184184181,0.224953872,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106002,Rana clamitans,Ranidae,MSB:Herp:106002,DLFW 86,male,adult,2022,5,VA,Franklin,On road 619 (Pleasant Hill Rd),36.9444,-79.887929,13.14167,12.58333,37.4504,799.90576,30.1,-3.5,33.6,20.95,4.71667,22.9,3.06667,1158,117,82,11.2055,322,251,314,251,357,-0.656352917,0.046387403,-0.180903926,1.734484271,1.080546113,-0.228711681,0.037658609,-0.076817441,1.1912174,0.23323048,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106003,Rana clamitans,Ranidae,MSB:Herp:106003,DLFW 87,male,adult,2022,5,VA,Franklin,On road 40 (Franklin St),36.893618,-80.123253,13.075,12.88333,38.45771,786.46936,30.1,-3.4,33.5,20.73333,3.18333,22.68333,3.18333,1171,117,81,11.67394,325,248,316,248,362,-0.650193425,0.231375655,-0.195355114,1.665289158,1.107860622,-0.226565354,0.187837318,-0.082953866,1.143695249,0.22411368,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106004,Anaxyrus fowleri,Bufonidae,MSB:Herp:106004,DLFW 88,male,adult,2022,5,VA,Franklin ,On road 724 (Goose Dam Rd),36.904851,-79.848562,13.39167,12.81667,37.91913,800.61578,30.5,-3.3,33.8,21.21667,4.93333,23.16667,3.31667,1152,117,83,10.89259,320,251,313,252,295,-0.526030156,0.253147975,-0.175117222,1.774616589,0.741846191,-0.183299621,0.205512704,-0.074360226,1.218779665,0.22613032,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106005,Rana clamitans,Ranidae,MSB:Herp:106005,DLFW 89,male,adult,2022,5,VA,Augusta,See GPS,38.113202,-78.992712,11.94583,13.14167,37.12335,843.44385,29.8,-5.6,35.4,20.25,1.38333,22.23333,1.38333,1037,103,69,13.68794,295,213,287,213,418,-1.329906039,0.429648119,-1.261944216,1.527337328,1.413783132,-0.463416918,0.348800525,-0.535860815,1.048952032,0.443063381,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106006,Rana catesbeiana,Ranidae,MSB:Herp:106006,DLFW 90,male,adult,2022,5,VA,Augusta,In pond (near bank),38.113202,-78.992712,11.94583,13.14167,37.12335,843.44385,29.8,-5.6,35.4,20.25,1.38333,22.23333,1.38333,1037,103,69,13.68794,295,213,287,213,418,-1.329906039,0.429648119,-1.261944216,1.527337328,1.413783132,-0.463416918,0.348800525,-0.535860815,1.048952032,0.443063381,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,432.7706465,NA,NA,432.7706465,2.636257796,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106007,Rana catesbeiana,Ranidae,MSB:Herp:106007,DLFW 91,male,adult,2022,5,VA,Augusta,In pond (near bank),38.112908,-78.992423,11.94583,13.14167,37.12335,843.44385,29.8,-5.6,35.4,20.25,1.38333,22.23333,1.38333,1037,103,69,13.68794,295,213,287,213,418,-1.329906039,0.429648119,-1.261944216,1.527337328,1.413783132,-0.463416918,0.348800525,-0.535860815,1.048952032,0.4430106,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,7.935512606,NA,NA,7.935512606,0.899574986,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106008,Rana clamitans,Ranidae,MSB:Herp:106008,DLFW 92,male,adult,2022,5,VA,Augusta,See GPS,38.112908,-78.992423,11.94583,13.14167,37.12335,843.44385,29.8,-5.6,35.4,20.25,1.38333,22.23333,1.38333,1037,103,69,13.68794,295,213,287,213,418,-1.329906039,0.429648119,-1.261944216,1.527337328,1.413783132,-0.463416918,0.348800525,-0.535860815,1.048952032,0.4430106,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,227.4801988,NA,NA,227.4801988,2.356943599,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106009,Rana clamitans,Ranidae,MSB:Herp:106009,DLFW 93,female,adult,2022,5,VA,Augusta,See GPS,38.112908,-78.992423,11.94583,13.14167,37.12335,843.44385,29.8,-5.6,35.4,20.25,1.38333,22.23333,1.38333,1037,103,69,13.68794,295,213,287,213,418,-1.329906039,0.429648119,-1.261944216,1.527337328,1.413783132,-0.463416918,0.348800525,-0.535860815,1.048952032,0.4430106,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,44.48938905,NA,NA,44.48938905,1.648256442,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106010,Anaxyrus americanus,Bufonidae,MSB:Herp:106010,DLFW 94,unknown,adult,2022,5,VA,Augusta ,On road 906 (Windswept Rd),38.20492,-78.96568,12.125,13.08333,36.95857,844.06079,30,-5.4,35.4,20.46667,1.56667,22.45,1.56667,1002,101,65,14.62084,290,204,284,204,365,-1.252087878,0.411479649,-1.520931325,1.421552242,1.124249328,-0.436300526,0.334050846,-0.645834808,0.976300445,0.459529347,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106011,Anaxyrus fowleri,Bufonidae,MSB:Herp:106011,DLFW 95,male,adult,2022,5,VA,Augusta ,On road 923 (Hildebrand Cir),38.15142,-78.9872,11.97083,13.10833,37.13409,838.83972,29.8,-5.5,35.3,20.21667,1.45,22.2,1.45,1021,102,67,14.30876,293,208,286,208,397,-1.308339894,0.404107846,-1.392184929,1.461166091,1.299062191,-0.455902014,0.328066208,-0.591165078,1.003506634,0.449924589,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106012,Anaxyrus americanus,Bufonidae,MSB:Herp:106012,DLFW 96,female,adult,2022,5,VA,Augusta ,On road 906 (Rife's Ford Rd),38.197779,-78.949545,12.07917,12.99167,36.80359,843.79675,29.9,-5.4,35.3,20.41667,1.51667,22.4,1.51667,1011,102,66,14.67768,292,205,286,205,372,-1.276723357,0.336107164,-1.459682922,1.416276236,1.162489642,-0.444884966,0.272861326,-0.619826828,0.972676965,0.458247336,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106015,Anaxyrus fowleri,Bufonidae,MSB:Herp:106015,DLFW 99,female,adult,2022,5,VA,Goochland ,See GPS,37.853501,-77.999298,13.35417,13.00833,36.95549,835.23395,30.9,-4.3,35.2,21.5,2.78333,23.48333,2.78333,1105,108,77,11.19697,306,242,301,242,119,-0.763394828,0.44904768,-0.603100285,1.791083978,-0.219624554,-0.266011333,0.364549639,-0.256095164,1.230089217,0.396439732,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106016,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:106016,DLFW 100,male,adult,2022,5,VA,Goochland ,See GPS,37.845465,-77.962534,13.38333,13.01667,36.97917,836.97595,30.9,-4.3,35.2,21.55,2.8,23.53333,2.8,1102,106,77,10.71143,303,243,299,243,114,-0.755660808,0.454660378,-0.627036054,1.853716051,-0.246939064,-0.263316349,0.369106186,-0.266259037,1.273103972,0.394997044,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106018,Rana clamitans,Ranidae,MSB:Herp:106018,DLFW 102,unknown,juvenile,2022,5,VA,Goochland,no locality description given,37.845465,-77.962534,13.38333,13.01667,36.97917,836.97595,30.9,-4.3,35.2,21.55,2.8,23.53333,2.8,1102,106,77,10.71143,303,243,299,243,114,-0.755660808,0.454660378,-0.627036054,1.853716051,-0.246939064,-0.263316349,0.369106186,-0.266259037,1.273103972,0.394997044,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,4.723465719,NA,NA,4.723465719,0.674260768,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106019,Rana clamitans,Ranidae,MSB:Herp:106019,DLFW 103,female,adult,2022,5,VA,Goochland,no locality description given,37.845465,-77.962534,13.38333,13.01667,36.97917,836.97595,30.9,-4.3,35.2,21.55,2.8,23.53333,2.8,1102,106,77,10.71143,303,243,299,243,114,-0.755660808,0.454660378,-0.627036054,1.853716051,-0.246939064,-0.263316349,0.369106186,-0.266259037,1.273103972,0.394997044,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106020,Rana clamitans,Ranidae,MSB:Herp:106020,DLFW 104,female,adult,2022,5,VA,Goochland,no locality description given,37.845465,-77.962534,13.38333,13.01667,36.97917,836.97595,30.9,-4.3,35.2,21.55,2.8,23.53333,2.8,1102,106,77,10.71143,303,243,299,243,114,-0.755660808,0.454660378,-0.627036054,1.853716051,-0.246939064,-0.263316349,0.369106186,-0.266259037,1.273103972,0.394997044,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106021,Rana catesbeiana,Ranidae,MSB:Herp:106021,DLFW 105,unknown,juvenile,2022,5,VA,Goochland ,no locality given,37.845465,-77.962534,13.38333,13.01667,36.97917,836.97595,30.9,-4.3,35.2,21.55,2.8,23.53333,2.8,1102,106,77,10.71143,303,243,299,243,114,-0.755660808,0.454660378,-0.627036054,1.853716051,-0.246939064,-0.263316349,0.369106186,-0.266259037,1.273103972,0.394997044,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,33.48450684,NA,NA,33.48450684,1.524843907,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106022,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:106022,DLFW 106,male,adult,2022,5,VA,Goochland ,On 609 (Three Chopt Rd) by 615 in ditch,37.8186401,-77.9884719,13.41667,13.05,36.96884,835.95435,31,-4.3,35.3,21.56667,2.85,23.55,2.85,1100,106,77,10.83379,302,242,298,242,110,-0.741050641,0.490633438,-0.646870933,1.849042208,-0.268790672,-0.258225314,0.398310137,-0.274681544,1.269894048,0.390181218,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106023,Hyla chrysoscelis-versicolor complex,Hylidae,MSB:Herp:106023,DLFW 107,male,adult,2022,5,VA,Goochland ,On 609 (Three Chopt Rd) in ditch,37.8187103,-77.9856982,13.41667,13.05,36.96884,835.95435,31,-4.3,35.3,21.56667,2.85,23.55,2.85,1100,106,77,10.83379,302,242,298,242,110,-0.741050641,0.490633438,-0.646870933,1.849042208,-0.268790672,-0.258225314,0.398310137,-0.274681544,1.269894048,0.390193821,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106024,Anaxyrus fowleri,Bufonidae,MSB:Herp:106024,DLFW 108,male,adult,2022,5,VA,Goochland ,See GPS,37.853501,-77.999298,13.35417,13.00833,36.95549,835.23395,30.9,-4.3,35.2,21.5,2.78333,23.48333,2.78333,1105,108,77,11.19697,306,242,301,242,119,-0.763394828,0.44904768,-0.603100285,1.791083978,-0.219624554,-0.266011333,0.364549639,-0.256095164,1.230089217,0.396439732,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106025,Hyla cinerea,Hylidae,MSB:Herp:106025,DLFW 109,male,adult,2022,6,VA,Virginia Beach,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106026,Hyla cinerea,Hylidae,MSB:Herp:106026,DLFW 110,female,adult,2022,6,VA,Virginia Beach,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106027,Hyla cinerea,Hylidae,MSB:Herp:106027,DLFW 111,male,adult,2022,6,VA,Virginia Beach,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106028,Rana sphenocephala,Ranidae,MSB:Herp:106028,DLFW 112,male,adult,2022,6,VA,Virginia Beach,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106029,Rana catesbeiana,Ranidae,MSB:Herp:106029,DLFW 113,male,adult,2022,6,VA,Virginia Beach ,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106031,Anaxyrus americanus,Bufonidae,MSB:Herp:106031,DLFW 115,unknown,adult,2022,6,VA,Virginia Beach,On road - Indian River Rd,36.715475,-75.998962,15.3375,9.825,32.42574,767.46375,30.4,0.1,30.3,24.36667,11.81667,24.66667,5.81667,1172,132,76,17.97163,365,243,353,275,5,0.338854508,-1.958942968,0.106405872,0.950296859,-0.842395377,0.118076696,-1.590325446,0.045183247,0.65264942,0.192131991,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106032,Rana catesbeiana,Ranidae,MSB:Herp:106032,DLFW 116,unknown,adult,2022,6,VA,Virginia Beach ,In permanent ditch pond off Sandbridge Rd,36.731162,-75.983445,15.39167,9.76667,32.33996,768.19098,30.4,0.2,30.2,24.43333,11.88333,24.73333,5.86667,1168,131,76,17.69573,363,243,350,274,5,0.361056415,-2.001552572,0.074973046,0.986738665,-0.842395377,0.125813137,-1.62491713,0.03183589,0.677677098,0.194948249,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,3.48156537,NA,NA,3.48156537,0.541774554,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106033,Anaxyrus americanus,Bufonidae,MSB:Herp:106033,DLFW 117,unknown,adult,2022,6,VA,Virginia Beach,On road - Dawley Rd,36.688201,-76.00796,15.32917,9.875,32.59076,766.06274,30.4,0.1,30.3,24.33333,11.8,24.65,5.81667,1176,133,76,18.29371,368,243,355,275,3,0.344876113,-1.923872307,0.134007181,0.909930559,-0.853321181,0.120174975,-1.561854088,0.056903623,0.62492646,0.187235539,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106034,Anaxyrus americanus,Bufonidae,MSB:Herp:106034,DLFW 118,female,adult,2022,6,VA,Virginia Beach,On road - Gum Bridge Rd,36.679889,-76.018189,15.2875,9.925,32.64803,767.14679,30.4,0,30.4,24.3,11.75,24.63333,5.76667,1180,133,76,18.21884,369,245,357,276,4,0.325683551,-1.886018066,0.164785662,0.912766078,-0.847858279,0.113487166,-1.531122942,0.069973124,0.626873851,0.185743301,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106035,Anaxyrus americanus,Bufonidae,MSB:Herp:106035,DLFW 119,female,adult,2022,6,VA,Virginia Beach,On road - Munden Point Rd,36.579153,-76.031736,15.3625,9.975,32.9208,763.38104,30.4,0.1,30.3,24.33333,11.86667,24.63333,5.88333,1198,136,77,18.84456,377,246,365,279,10,0.369555434,-1.856232593,0.297010016,0.827323626,-0.815080868,0.128774692,-1.506942251,0.126119703,0.568193275,0.16765835,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106036,Rana sphenocephala,Ranidae,MSB:Herp:106036,DLFW 120,unknown,adult,2022,6,VA,Virginia Beach,On roadside - Back Bay Landing Rd,36.589597,-75.999016,15.36667,9.95,32.83828,763.07489,30.4,0.1,30.3,24.33333,11.86667,24.63333,5.88333,1190,136,76,18.83096,375,245,362,278,3,0.36675913,-1.873693772,0.242609596,0.825054774,-0.853321181,0.127800296,-1.521117731,0.10301959,0.566635062,0.169533342,Liver_toe,Liver_toe,Liver_toe,1,0,0,"Bd, Pr, Rv",single,17.87807471,NA,NA,17.87807471,1.252320748,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106038,Rana sphenocephala,Ranidae,MSB:Herp:106038,DLFW 122,unknown,adult,2022,6,VA,Virginia Beach,On roadside - Back Bay Landing Rd,36.589597,-75.999016,15.36667,9.95,32.83828,763.07489,30.4,0.1,30.3,24.33333,11.86667,24.63333,5.88333,1190,136,76,18.83096,375,245,362,278,3,0.36675913,-1.873693772,0.242609596,0.825054774,-0.853321181,0.127800296,-1.521117731,0.10301959,0.566635062,0.169533342,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106039,Anaxyrus americanus,Bufonidae,MSB:Herp:106039,DLFW 123,female,adult,2022,6,VA,Virginia Beach,On road - Back Bay Landing Rd,36.587422,-76.008979,15.3625,9.94167,32.81078,764.85925,30.4,0.1,30.3,24.35,11.86667,24.65,5.85,1194,135,76,18.69963,375,246,363,279,4,0.36278522,-1.878784356,0.253419043,0.842426748,-0.847858279,0.126415554,-1.525250412,0.107609618,0.578565869,0.169142868,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
https://arctos.database.museum/guid/MSB:Herp:106040,Rana clamitans,Ranidae,MSB:Herp:106040,DLFW 124,unknown,juvenile,2022,6,VA,Suffolk,On road 642 (White Marsh Rd),36.694951,-76.560844,15.24583,11.225,34.96885,785.70599,31.2,-0.9,32.1,24.31667,11.18333,24.8,5.4,1238,138,77,17.25979,379,262,376,289,21,0.321538114,-0.854041721,0.555087887,0.917830004,-0.754988946,0.112042654,-0.693335285,0.235707604,0.630351678,0.188447354,Liver_toe,Liver_toe,Liver_toe,0,0,0,"Bd, Pr, Rv",0,NA,NA,NA,NA,NA,NA,NA
